event_id,mag,scaled_mag,depth_km,depth_category,felt,gap,sig,significant,region,station_network,local_claims_filed
ci40656850,2.54,0.008333333333333342,18.23,shallow,0,27,99,0,"Cabazon, CA",USGS-WEST,13
us7000t18i,2.5,0.0,35,shallow,0,231,96,0,"King Cove, Alaska",SCEDC-01,1
us7000t16p,4.4,0.3958333333333334,551.498,deep,0,103,298,0,the Fiji Islands,SCEDC-01,5
tx2026nxnzkm,3.3,0.16666666666666663,7.1289,shallow,1,87,168,0,"Garden City, Texas",PNSN-07,13
us7000t29d,4.3,0.375,34.892,shallow,0,187,284,0,"Vilyuchinsk, Russia",PNSN-07,5
us7000t29b,4.1,0.33333333333333326,45.39,shallow,0,131,259,0,"Nishinoomote, Japan",CEA-12,0
us7000t167,4.4,0.3958333333333334,207.975,intermediate,0,93,298,0,"Lata, Solomon Islands",unknown,0
us7000t15z,5,0.5208333333333334,10,shallow,0,64,385,1,southern Mid-Atlantic Ridge,USGS-WEST,14
us7000t15t,5.1,0.5416666666666666,35,shallow,2,80,401,1,"Nishinoomote, Japan",unknown,0
us7000t15s,4.7,0.45833333333333337,10,shallow,0,77,340,0,southern Mid-Atlantic Ridge,USGS-WEST,14
us7000t15b,5,0.5208333333333334,10,shallow,0,57,385,1,southern Mid-Atlantic Ridge,PNSN-07,1
us7000t298,4.5,0.4166666666666667,10,shallow,0,86,312,0,southern Mid-Atlantic Ridge,unknown,0
us7000t299,4.3,0.375,10,shallow,0,117,284,0,southern Mid-Atlantic Ridge,CEA-12,7
us7000t186,4.8,0.47916666666666663,10,shallow,0,61,354,0,southern Mid-Atlantic Ridge,PNSN-07,0
us7000t14v,5.3,0.5833333333333334,10,shallow,0,61,432,1,southern Mid-Atlantic Ridge,USGS-WEST,11
us7000t14r,4.9,0.5000000000000001,10,shallow,0,64,369,0,southern Mid-Atlantic Ridge,SCEDC-01,15
us7000t14m,5,0.5208333333333334,10,shallow,0,64,385,1,southern Mid-Atlantic Ridge,CEA-12,0
us7000t293,4.4,0.3958333333333334,10,shallow,0,135,298,0,"Tigbao, Philippines",unknown,0
us7000t185,4.8,0.47916666666666663,10,shallow,0,63,354,0,southern Mid-Atlantic Ridge,PNSN-07,12
ci40656658,2.62,0.025000000000000022,5.02,shallow,0,51,106,0,"Progreso, B.C., MX",CEA-12,1
us7000t14l,5,0.5208333333333334,10,shallow,0,61,385,1,southern Mid-Atlantic Ridge,PNSN-07,14
aka2026nzntdt,3.3,0.16666666666666663,69.2,shallow,0,51,168,0,"Aleneva, Alaska",PNSN-07,15
us7000t145,3,0.10416666666666667,10,shallow,0,202,138,0,"Attu Station, Alaska",PNSN-07,4
us7000t291,4.6,0.43749999999999994,10,shallow,0,190,326,0,southern Mid-Atlantic Ridge,PNSN-07,10
us7000t141,4.8,0.47916666666666663,10,shallow,0,74,354,0,southern Mid-Atlantic Ridge,CEA-12,12
us7000t28y,4.6,0.43749999999999994,10,shallow,0,107,326,0,"Fais, Micronesia",PNSN-07,11
us7000t142,2.9,0.08333333333333331,10,shallow,0,200,129,0,"Attu Station, Alaska",USGS-WEST,5
us7000t28z,4.2,0.35416666666666674,130.248,intermediate,0,175,271,0,"Tajumulco, Guatemala",PNSN-07,10
aka2026nzluwx,2.5,0.0,34.7,shallow,0,222,96,0,"Akutan, Alaska",PNSN-07,7
aka2026nzlqxm,2.6,0.020833333333333353,5.1,shallow,0,89,104,0,"Chenega, Alaska",USGS-WEST,14
us7000t28x,4.4,0.3958333333333334,10,shallow,0,164,298,0,Kermadec Islands region,CEA-12,0
us7000t12z,4.4,0.3958333333333334,170.139,intermediate,0,63,298,0,"San Pedro de Atacama, Chile",SCEDC-01,4
us7000t13p,2.8,0.062499999999999965,15.293,shallow,0,191,121,0,"Attu Station, Alaska",USGS-WEST,14
us7000t12v,4.6,0.43749999999999994,82.492,intermediate,0,100,326,0,"Kokopo, Papua New Guinea",PNSN-07,1
us7000t13i,2.7,0.041666666666666706,10,shallow,0,194,112,0,"Attu Station, Alaska",PNSN-07,15
us7000t12r,4.2,0.35416666666666674,10,shallow,0,167,271,0,"Attu Station, Alaska",USGS-WEST,4
us7000t28v,4.4,0.3958333333333334,35,shallow,0,266,298,0,"Sarangani, Philippines",SCEDC-01,12
us7000t132,2.8,0.062499999999999965,10,shallow,0,204,121,0,"Attu Station, Alaska",SCEDC-01,6
us7000t119,4.5,0.4166666666666667,10,shallow,0,151,312,0,"Katsuura, Japan",PNSN-07,11
us7000t117,4.2,0.35416666666666674,59.964,shallow,0,156,271,0,"Kuji, Japan",PNSN-07,0
aka2026nzghnm,2.8,0.062499999999999965,2.8,shallow,0,44,121,0,"Tanana, Alaska",SCEDC-01,2
us7000t130,2.9,0.08333333333333331,10,shallow,0,195,129,0,"Attu Station, Alaska",SCEDC-01,7
ci40656458,2.99,0.10208333333333339,7.19,shallow,2,52,138,0,"Progreso, B.C., MX",PNSN-07,12
aka2026nzdxmt,2.5,0.0,148.4,intermediate,0,58,96,0,"Ugashik, Alaska",USGS-WEST,12
us7000t16d,2.5,0.0,10,shallow,0,257,96,0,"King Cove, Alaska",unknown,0
pr71524663,3.04,0.11250000000000002,23.48,shallow,0,200,142,0,"Charlotte Amalie, U.S. Virgin Islands",PNSN-07,0
us7000t0yi,4.5,0.4166666666666667,254.428,intermediate,0,123,312,0,"Neiafu, Tonga",CEA-12,15
us7000t28p,4.4,0.3958333333333334,553.274,deep,0,178,298,0,the Fiji Islands,USGS-WEST,4
us7000t28q,4.4,0.3958333333333334,10,shallow,0,123,298,0,"Volcano Islands, Japan region",USGS-WEST,5
uu80145411,3.33,0.1729166666666667,6.53,shallow,28,49,181,0,"Mammoth, Wyoming",PNSN-07,7
us7000t28l,4.2,0.35416666666666674,77.3,intermediate,0,136,271,0,"Eloúnda, Greece",SCEDC-01,12
us7000t152,2.6,0.020833333333333353,5.874,shallow,0,112,104,0,"Adak, Alaska",PNSN-07,4
aka2026nyyois,2.9,0.08333333333333331,6.2,shallow,0,118,129,0,"Adak, Alaska",USGS-WEST,7
us7000t11d,3,0.10416666666666667,3.295,shallow,0,86,138,0,"Atka, Alaska",SCEDC-01,4
us7000t13m,2.8,0.062499999999999965,1.182,shallow,0,90,121,0,"Atka, Alaska",unknown,0
us7000t11j,2.8,0.062499999999999965,4.769,shallow,0,197,121,0,"Atka, Alaska",SCEDC-01,0
aka2026nyxoap,5.2,0.5625000000000001,8.5,shallow,11,46,419,1,"McCarthy, Alaska",PNSN-07,2
us7000t0y9,4.5,0.4166666666666667,35,shallow,0,104,312,0,"Tual, Indonesia",PNSN-07,11
us7000t0xw,4.8,0.47916666666666663,64.501,shallow,1,117,355,0,"Coquimbo, Chile",CEA-12,0
us7000t0xy,4.4,0.3958333333333334,47.931,shallow,0,150,298,0,"Santa Cruz, Panama",PNSN-07,5
uu80145401,3.21,0.14791666666666667,-2.16,shallow,0,112,159,0,"Little America, Wyoming",SCEDC-01,10
us7000t0xb,5.9,0.7083333333333335,73.615,intermediate,36,56,551,1,"Te Anau, New Zealand",unknown,0
us7000t28g,4.6,0.43749999999999994,35,shallow,0,70,326,0,the Kermadec Islands,PNSN-07,11
us7000t0x8,4.9,0.5000000000000001,10,shallow,0,132,369,0,"Hicks Bay, New Zealand",PNSN-07,7
aka2026nysert,2.6,0.020833333333333353,73.6,intermediate,0,27,104,0,"Cantwell, Alaska",SCEDC-01,12
us7000t0x0,5.3,0.5833333333333334,18.081,shallow,0,70,432,1,"Volcano Islands, Japan region",CEA-12,5
us7000t0x1,4.8,0.47916666666666663,10,shallow,0,275,354,0,"Altata, Mexico",unknown,0
us7000t289,4.2,0.35416666666666674,580.953,deep,0,118,271,0,Fiji region,CEA-12,15
nc75396921,2.64,0.029166666666666695,38.68,shallow,2,28,107,0,"Somes Bar, CA",USGS-WEST,0
us7000t0wh,4.7,0.45833333333333337,10.007,shallow,0,125,340,0,"Sarangani, Philippines",PNSN-07,15
us7000t288,4.5,0.4166666666666667,22.256,shallow,0,155,312,0,"Kokopo, Papua New Guinea",unknown,0
aka2026nyloki,3.2,0.14583333333333337,5,shallow,0,64,158,0,"Aleknagik, Alaska",unknown,0
us7000t0wb,2.7,0.041666666666666706,21.477,shallow,0,212,112,0,"Nikolski, Alaska",PNSN-07,2
pr71524593,2.92,0.0875,21.66,shallow,0,321,131,0,"San Antonio, Puerto Rico",PNSN-07,8
aka2026nyfzvy,3.5,0.20833333333333334,5,shallow,0,112,188,0,"Yakutat, Alaska",CEA-12,10
us7000t284,3.9,0.2916666666666667,15.144,shallow,0,192,234,0,"Attu Station, Alaska",SCEDC-01,0
aka2026nyeszt,3.1,0.12500000000000003,10,shallow,1,81,148,0,"Aleknagik, Alaska",USGS-WEST,4
us7000t0v3,4.3,0.375,97.662,intermediate,0,84,284,0,"Calama, Chile",PNSN-07,4
aka2026nyeobt,4.9,0.5000000000000001,3.2,shallow,18,31,376,0,"Aleknagik, Alaska",CEA-12,0
us7000t0w6,2.5,0.0,10.285,shallow,0,228,96,0,"Adak, Alaska",SCEDC-01,14
us7000t0uy,4.8,0.47916666666666663,10,shallow,0,101,354,0,"Basco, Philippines",SCEDC-01,4
us7000t0w0,2.8,0.062499999999999965,10,shallow,0,241,121,0,"Atka, Alaska",CEA-12,10
us7000t0uv,2.5,0.0,35.824,shallow,0,237,96,0,"Adak, Alaska",CEA-12,11
us7000t0uu,3.5,0.20833333333333334,10,shallow,0,190,188,0,"Attu Station, Alaska",PNSN-07,4
pr71524578,2.51,0.002083333333333289,16.39,shallow,0,230,97,0,"Puerto Real, Puerto Rico",SCEDC-01,0
us7000t0ul,2.5,0.0,8.109,shallow,0,65,96,0,"Takotna, Alaska",PNSN-07,0
us7000t0uf,4.7,0.45833333333333337,62.797,shallow,2,127,340,0,"Yōkaichiba, Japan",PNSN-07,5
aka2026nxzden,2.7,0.041666666666666706,75.1,intermediate,0,128,112,0,"Chignik, Alaska",PNSN-07,0
us7000t0ue,2.9,0.08333333333333331,35,shallow,0,221,129,0,"False Pass, Alaska",USGS-WEST,2
us7000t0u6,5.8,0.6875,340,deep,0,39,518,1,the Fiji Islands,unknown,0
us7000t0tz,4.5,0.4166666666666667,637.713,deep,0,101,312,0,Fiji region,USGS-WEST,7
us7000t0tx,4.2,0.35416666666666674,309.814,deep,0,124,271,0,Mariana Islands region,USGS-WEST,8
us7000t0tp,4.6,0.43749999999999994,35,shallow,0,113,326,0,"Basco, Philippines",USGS-WEST,13
us7000t0ta,2.6,0.020833333333333353,10,shallow,0,277,104,0,"Ferndale, California",CEA-12,15
us7000t0ss,4.3,0.375,152.447,intermediate,3,40,285,0,"Villanueva, Colombia",PNSN-07,10
aka2026nxrisg,3.5,0.20833333333333334,3.3,shallow,0,30,188,0,"Denali National Park, Alaska",CEA-12,15
aka2026nxqdwi,2.9,0.08333333333333331,9.3,shallow,0,133,129,0,"Yakutat, Alaska",CEA-12,0
us7000t0tu,2.8,0.062499999999999965,3.93,shallow,0,214,121,0,"King Cove, Alaska",SCEDC-01,11
us7000t27x,4.3,0.375,138.781,intermediate,0,92,284,0,"Tobelo, Indonesia",CEA-12,12
pr71524518,3.05,0.1145833333333333,36.45,shallow,0,234,143,0,"Charlotte Amalie, U.S. Virgin Islands",CEA-12,12
us7000t0r4,4.3,0.375,10,shallow,0,131,284,0,Alaska,SCEDC-01,0
pr71524503,3.3,0.16666666666666663,59.86,shallow,0,220,168,0,"Culebra, Puerto Rico",PNSN-07,0
us7000t27v,4.9,0.5000000000000001,10,shallow,0,68,369,0,"Hihifo, Tonga",PNSN-07,0
pr71524508,3.18,0.14166666666666672,46.8,shallow,0,251,156,0,"Charlotte Amalie, U.S. Virgin Islands",PNSN-07,3
aka2026nxmwde,3.2,0.14583333333333337,3.3,shallow,0,131,158,0,"Yakutat, Alaska",CEA-12,13
us7000t27u,4.4,0.3958333333333334,291.289,intermediate,0,93,298,0,"Houma, Tonga",PNSN-07,8
us7000t0t2,3.4,0.1875,10,shallow,0,193,178,0,"Attu Station, Alaska",CEA-12,0
aka2026nxlqqz,2.5,0.0,87.7,intermediate,0,64,96,0,"Anchor Point, Alaska",USGS-WEST,10
us7000t0sw,3.3,0.16666666666666663,10,shallow,0,195,168,0,"Attu Station, Alaska",PNSN-07,0
us7000t27r,4.5,0.4166666666666667,10,shallow,0,52,312,0,"Abepura, Indonesia",unknown,0
pr71524458,3.01,0.10624999999999996,18.77,shallow,1,191,139,0,"Isabel Segunda, Puerto Rico",PNSN-07,5
us7000t0nx,4.8,0.47916666666666663,126.637,intermediate,0,79,354,0,South Sandwich Islands region,PNSN-07,0
pr71524443,2.58,0.016666666666666684,14.11,shallow,0,156,102,0,"Indios, Puerto Rico",SCEDC-01,4
nc75396331,2.71,0.04375,6.73,shallow,14,38,117,0,"Cloverdale, CA",PNSN-07,13
us7000t0ng,5.5,0.625,14.675,shallow,0,36,465,1,the South Sandwich Islands,USGS-WEST,2
us7000t0nc,4.3,0.375,56.369,shallow,0,117,284,0,"Puerto El Triunfo, El Salvador",unknown,0
us7000t27p,4.4,0.3958333333333334,10,shallow,0,117,298,0,the South Sandwich Islands,PNSN-07,4
aka2026nxffud,2.6,0.020833333333333353,58.1,shallow,0,31,104,0,"Point Possession, Alaska",USGS-WEST,2
pr71524408,2.62,0.025000000000000022,14.97,shallow,0,177,106,0,"Guánica, Puerto Rico",PNSN-07,2
us7000t0sj,3.1,0.12500000000000003,10,shallow,0,199,148,0,"Attu Station, Alaska",CEA-12,0
us7000t0mr,4.4,0.3958333333333334,10,shallow,0,103,298,0,"Ust’-Kamchatsk Staryy, Russia",unknown,0
us7000t0sh,3.1,0.12500000000000003,10,shallow,0,192,148,0,"Attu Station, Alaska",unknown,0
us7000t0mp,4.6,0.43749999999999994,64.139,shallow,0,133,326,0,"Noda, Japan",SCEDC-01,15
aka2026nxdfoy,2.6,0.020833333333333353,10.8,shallow,0,221,104,0,"False Pass, Alaska",USGS-WEST,1
us7000t0sg,3.2,0.14583333333333337,10,shallow,0,198,158,0,"Attu Station, Alaska",PNSN-07,13
us7000t0sb,2.9,0.08333333333333331,10,shallow,0,189,129,0,"Attu Station, Alaska",unknown,0
us7000t0s9,2.5,0.0,10.509,shallow,0,220,96,0,"False Pass, Alaska",USGS-WEST,0
us7000t0s5,3.1,0.12500000000000003,10,shallow,0,189,148,0,"Attu Station, Alaska",unknown,0
us7000t0mj,4.2,0.35416666666666674,142.442,intermediate,0,63,271,0,"Ollagüe, Chile",unknown,0
us7000t27j,3.8,0.2708333333333333,18.845,shallow,0,208,222,0,"Rat Islands, Aleutian Islands, Alaska",PNSN-07,0
us7000t27g,4.5,0.4166666666666667,10,shallow,0,148,312,0,"Puerto Ayora, Ecuador",PNSN-07,0
us7000t27i,4.6,0.43749999999999994,10,shallow,0,99,326,0,Easter Island region,PNSN-07,14
us7000t27h,4.5,0.4166666666666667,77.923,intermediate,0,73,312,0,"Balangonan, Philippines",SCEDC-01,0
tx2026nusird,2.9,0.08333333333333331,6.7151,shallow,0,70,129,0,"Toyah, Texas",CEA-12,3
aka2026nwxgkr,2.5,0.0,21.9,shallow,0,43,96,0,"Tatitlek, Alaska",PNSN-07,1
us7000t0lu,3.7,0.25000000000000006,17.413,shallow,0,159,211,0,"False Pass, Alaska",SCEDC-01,2
nc75396201,2.52,0.004166666666666671,7.83,shallow,0,36,98,0,"Covelo, CA",CEA-12,14
ci40655194,3.13,0.13124999999999998,9.38,shallow,2,24,151,0,"Ocotillo Wells, CA",PNSN-07,10
aka2026nwvvyi,3,0.10416666666666667,10,shallow,0,33,138,0,"Denali National Park, Alaska",CEA-12,5
us7000t0lk,2.6,0.020833333333333353,112.234,intermediate,0,221,104,0,"Rat Islands, Aleutian Islands, Alaska",PNSN-07,10
tx2026nuobbt,2.6,0.020833333333333353,9.3427,shallow,0,69,104,0,"Toyah, Texas",USGS-WEST,7
us7000t27a,4.4,0.3958333333333334,519.881,deep,0,177,298,0,the Fiji Islands,SCEDC-01,0
us7000t0lg,2.8,0.062499999999999965,131.574,intermediate,0,235,121,0,"Rat Islands, Aleutian Islands, Alaska",SCEDC-01,2
us7000t279,4.6,0.43749999999999994,35,shallow,0,91,326,0,"Union, Philippines",SCEDC-01,14
us7000t0lf,2.6,0.020833333333333353,7.657,shallow,0,246,104,0,"False Pass, Alaska",SCEDC-01,1
ci40655106,2.72,0.04583333333333338,2.09,shallow,2,40,114,0,"Coso Junction, CA",USGS-WEST,0
us7000t0kl,4.2,0.35416666666666674,34.534,shallow,1,146,272,0,"Valparaíso, Chile",PNSN-07,1
nc75396126,2.62,0.025000000000000022,28.64,shallow,0,42,106,0,"Fortuna, CA",PNSN-07,0
us7000t275,4.2,0.35416666666666674,10,shallow,0,229,271,0,"Ozernovskiy, Russia",PNSN-07,10
aka2026nwlupu,2.8,0.062499999999999965,78.5,intermediate,1,33,121,0,"Petersville, Alaska",CEA-12,6
us7000t276,4.5,0.4166666666666667,87.695,intermediate,0,188,312,0,"Santiago, Philippines",CEA-12,6
us7000t0ke,4.6,0.43749999999999994,10,shallow,0,124,326,0,"Vilyuchinsk, Russia",PNSN-07,5
us7000t0k4,5,0.5208333333333334,10,shallow,0,123,385,1,"Vilyuchinsk, Russia",SCEDC-01,6
us7000t0k1,5,0.5208333333333334,10,shallow,0,90,385,1,"Vilyuchinsk, Russia",PNSN-07,0
us7000t0k0,4.5,0.4166666666666667,10,shallow,0,144,312,0,"Santiago, Peru",PNSN-07,1
us7000t0lb,2.7,0.041666666666666706,17.409,shallow,0,216,112,0,"Adak, Alaska",CEA-12,0
us7000t0jk,4,0.3125,31.207,shallow,0,141,246,0,"Valparaíso, Chile",SCEDC-01,0
us7000t272,4.5,0.4166666666666667,10,shallow,1,137,312,0,"Caburan, Philippines",SCEDC-01,4
aka2026nwhrbj,2.5,0.0,20,shallow,0,317,96,0,"Adak, Alaska",unknown,0
pr71524378,2.61,0.02291666666666664,14.43,shallow,0,191,105,0,"Guánica, Puerto Rico",CEA-12,3
us7000t0it,5.1,0.5416666666666666,23.716,shallow,19,140,409,1,"Valparaíso, Chile",USGS-WEST,5
us7000t0iv,4.4,0.3958333333333334,83.805,intermediate,0,135,298,0,"Severo-Kuril’sk, Russia",PNSN-07,14
us7000t0l7,2.7,0.041666666666666706,10.094,shallow,0,244,112,0,"False Pass, Alaska",unknown,0
us7000t0l4,2.8,0.062499999999999965,20.796,shallow,0,260,121,0,"Sand Point, Alaska",PNSN-07,7
us7000t0l3,3.3,0.16666666666666663,35,shallow,0,207,168,0,"Attu Station, Alaska",SCEDC-01,0
pr71524353,3.2,0.14583333333333337,21.57,shallow,0,302,158,0,"San Antonio, Puerto Rico",SCEDC-01,3
us7000t0ia,5.1,0.5416666666666666,10,shallow,0,43,400,1,South Sandwich Islands region,SCEDC-01,0
us7000t0l2,2.7,0.041666666666666706,8.737,shallow,0,247,112,0,"False Pass, Alaska",CEA-12,8
us7000t0il,4.6,0.43749999999999994,10,shallow,0,114,326,0,"Abepura, Indonesia",CEA-12,3
us7000t0i4,4,0.3125,10,shallow,0,137,246,0,"Puerto Madero, Mexico",CEA-12,12
pr71524338,3.17,0.13958333333333334,20.18,shallow,0,215,155,0,"Boca de Yuma, Dominican Republic",SCEDC-01,3
us7000t0hk,5.5,0.625,575.883,deep,0,22,465,1,Fiji region,PNSN-07,8
us7000t1z3,4.3,0.375,172.668,intermediate,0,109,284,0,"Kermadec Islands, New Zealand",CEA-12,0
us7000t1z2,4.3,0.375,80.933,intermediate,0,87,284,0,"Chauk, Burma (Myanmar)",PNSN-07,3
us7000t1z0,4.4,0.3958333333333334,10,shallow,0,123,298,0,"Gorontalo, Indonesia",PNSN-07,1
us7000t1yy,4.3,0.375,140.835,intermediate,0,132,284,0,"Port-Olry, Vanuatu",PNSN-07,10
us7000t1yx,4.5,0.4166666666666667,47.616,shallow,0,127,312,0,"Balangonan, Philippines",unknown,0
us7000t0rl,3.3,0.16666666666666663,9.693,shallow,0,243,168,0,"False Pass, Alaska",unknown,0
us7000t0fu,5.4,0.6041666666666667,49.495,shallow,7,96,452,1,"False Pass, Alaska",SCEDC-01,15
us7000t0l0,4.3,0.375,10,shallow,0,103,284,0,western Xizang,SCEDC-01,10
us7000t0uq,2.9,0.08333333333333331,28.746,shallow,0,203,129,0,"Adak, Alaska",PNSN-07,12
aka2026nvrhey,3.2,0.14583333333333337,12,shallow,0,249,158,0,"Chignik, Alaska",unknown,0
pr71524178,3.12,0.1291666666666667,47.83,shallow,0,229,150,0,"Charlotte Amalie, U.S. Virgin Islands",SCEDC-01,8
us7000t0ej,4.3,0.375,42.342,shallow,2,149,285,0,"False Pass, Alaska",CEA-12,4
us7000t1yv,4.2,0.35416666666666674,115.803,intermediate,0,134,271,0,"Paratunka, Russia",unknown,0
aka2026nvomdp,2.6,0.020833333333333353,23.5,shallow,0,258,104,0,"Sand Point, Alaska",USGS-WEST,7
us7000t1z6,4.8,0.47916666666666663,170.955,intermediate,0,125,354,0,"Tobelo, Indonesia",unknown,0
tx2026ntiklz,2.9,0.08333333333333331,6.482,shallow,1,79,130,0,"Dilley, Texas",PNSN-07,3
us7000t0d0,6.2,0.7708333333333334,47.842,shallow,87,23,644,1,"Sarangani, Philippines",PNSN-07,1
us7000t0la,4.7,0.45833333333333337,10,shallow,0,105,340,0,South Sandwich Islands region,USGS-WEST,10
us7000t0cl,4,0.3125,15.466,shallow,16,68,252,0,"Las Terrenas, Dominican Republic",SCEDC-01,2
us7000t0ce,4.1,0.33333333333333326,10,shallow,0,132,259,0,"Ürümqi, China",PNSN-07,3
us7000t0cb,3.8,0.2708333333333333,81.046,intermediate,1,155,222,0,"Unalaska, Alaska",SCEDC-01,8
us7000t16u,2.5,0.0,27.523,shallow,0,226,96,0,"False Pass, Alaska",CEA-12,12
us7000t16s,2.8,0.062499999999999965,35,shallow,0,219,121,0,"False Pass, Alaska",PNSN-07,0
us7000t0v0,2.8,0.062499999999999965,21.156,shallow,0,214,121,0,"False Pass, Alaska",PNSN-07,3
uu80145291,3.46,0.2,-2.85,shallow,1,113,184,0,"Little America, Wyoming",USGS-WEST,11
us7000t1yu,4.1,0.33333333333333326,540.999,deep,0,136,259,0,"Houma, Tonga",CEA-12,14
us7000t0ux,2.7,0.041666666666666706,35,shallow,0,218,112,0,"Nikolski, Alaska",unknown,0
pr71524088,2.81,0.06458333333333335,17.96,shallow,0,303,121,0,"Cruz Bay, U.S. Virgin Islands",CEA-12,0
us7000t16r,3.2,0.14583333333333337,35,shallow,0,211,158,0,"False Pass, Alaska",CEA-12,0
us7000t0bm,5.2,0.5625000000000001,11.297,shallow,11,49,422,1,"Nuing, Philippines",SCEDC-01,0
us7000t16n,2.9,0.08333333333333331,35,shallow,0,205,129,0,"Akutan, Alaska",CEA-12,7
us7000t0wd,3.2,0.14583333333333337,10,shallow,0,222,158,0,"False Pass, Alaska",CEA-12,14
us7000t0b5,5.2,0.5625000000000001,33.702,shallow,6,131,418,1,"False Pass, Alaska",PNSN-07,15
us7000t0aw,4.4,0.3958333333333334,35,shallow,0,133,298,0,"Noda, Japan",USGS-WEST,7
nc75395576,2.73,0.04791666666666666,4.96,shallow,3,42,115,0,"Gilroy, CA",USGS-WEST,0
us7000t0am,4,0.3125,10,shallow,0,151,246,0,"Port McNeill, Canada",PNSN-07,13
aka2026nvdkte,2.6,0.020833333333333353,4.6,shallow,0,293,104,0,"Unalaska, Alaska",PNSN-07,12
us7000t1yq,4.3,0.375,35,shallow,0,132,284,0,"Severo-Kuril’sk, Russia",CEA-12,12
aka2026nvcmds,2.5,0.0,16,shallow,0,227,96,0,"Adak, Alaska",PNSN-07,0
us7000t0ag,4.4,0.3958333333333334,47.009,shallow,0,97,298,0,"Tambolaka, Indonesia",PNSN-07,10
us7000t1yn,4.6,0.43749999999999994,10,shallow,0,80,326,0,Southwest Indian Ridge,PNSN-07,0
pr71523978,2.76,0.05416666666666663,12.94,shallow,0,166,117,0,"Guánica, Puerto Rico",PNSN-07,15
us7000t0ug,3.1,0.12500000000000003,9.623,shallow,0,187,148,0,"Attu Station, Alaska",PNSN-07,1
us7000t0a3,5.6,0.6458333333333333,110.662,intermediate,1,50,483,1,"Checca, Peru",CEA-12,0
us7000t09z,5,0.5208333333333334,56.541,shallow,2,124,385,1,"Noda, Japan",PNSN-07,9
pr71523953,3.17,0.13958333333333334,13.64,shallow,1,173,155,0,"Guánica, Puerto Rico",PNSN-07,14
aka2026nuxyrh,3.8,0.2708333333333333,0,shallow,0,64,222,0,"Akhiok, Alaska",SCEDC-01,9
us7000t09u,5.1,0.5416666666666666,11.484,shallow,0,69,400,1,"Miyako, Japan",SCEDC-01,7
us7000t09r,4.9,0.5000000000000001,10,shallow,1,95,370,0,"Mabiton, Philippines",unknown,0
us7000t09m,5.2,0.5625000000000001,10,shallow,7,94,418,1,"Mabiton, Philippines",PNSN-07,0
us7000t1yg,4.4,0.3958333333333334,10,shallow,0,133,298,0,"Sarangani, Philippines",PNSN-07,12
us7000t09h,4.5,0.4166666666666667,10,shallow,0,95,312,0,"Kon Tum, Vietnam",USGS-WEST,3
us7000t09g,4.4,0.3958333333333334,104.718,intermediate,0,71,298,0,"Tobelo, Indonesia",CEA-12,1
aka2026nuvbxp,2.5,0.0,28.4,shallow,0,275,96,0,"Akutan, Alaska",CEA-12,11
us7000t097,4.8,0.47916666666666663,10,shallow,0,88,354,0,Mid-Indian Ridge,USGS-WEST,9
pr71523938,2.59,0.01874999999999997,15.68,shallow,0,147,103,0,"Indios, Puerto Rico",PNSN-07,1
ci41293535,2.76,0.05416666666666663,8.57,shallow,0,32,117,0,"Johannesburg, CA",SCEDC-01,4
us7000t0hz,3.2,0.14583333333333337,35,shallow,0,218,158,0,"Unalaska, Alaska",PNSN-07,12
aka2026nurbgt,2.7,0.041666666666666706,6.5,shallow,0,254,112,0,"False Pass, Alaska",CEA-12,5
us7000t0hu,2.5,0.0,35,shallow,0,207,96,0,"Attu Station, Alaska",SCEDC-01,0
us7000t08m,4,0.3125,210.998,intermediate,0,180,246,0,"Jurm, Afghanistan",SCEDC-01,5
us7000t1yc,4.5,0.4166666666666667,10,shallow,0,86,312,0,"Abepura, Indonesia",unknown,0
pr71523888,2.66,0.03333333333333337,12.39,shallow,0,146,109,0,"Fuig, Puerto Rico",PNSN-07,11
us7000t08d,4.4,0.3958333333333334,106.192,intermediate,0,124,298,0,"Balatero, Philippines",SCEDC-01,0
us7000t085,4.6,0.43749999999999994,66.185,shallow,0,81,326,0,"Sarangani, Philippines",CEA-12,11
us7000t083,4.9,0.5000000000000001,10,shallow,0,111,369,0,the Loyalty Islands,USGS-WEST,11
us7000t07s,5,0.5208333333333334,79.529,intermediate,9,90,388,1,"Puerto Madero, Mexico",SCEDC-01,0
us7000t0hn,2.9,0.08333333333333331,16.881,shallow,0,244,129,0,"Chiniak, Alaska",PNSN-07,0
hv75002021,2.52,0.004166666666666671,7.53,shallow,1,180,98,0,"Fern Forest, Hawaii",SCEDC-01,6
us7000t1ya,4.5,0.4166666666666667,10,shallow,0,63,312,0,Mid-Indian Ridge,PNSN-07,15
us7000t07r,4.6,0.43749999999999994,10,shallow,0,129,326,0,"San Rafael, Philippines",SCEDC-01,12
us7000t099,4.1,0.33333333333333326,10,shallow,0,116,259,0,"Trà My, Vietnam",PNSN-07,3
us7000t1y9,4.3,0.375,45.87,shallow,0,126,284,0,"Palauig, Philippines",USGS-WEST,13
aka2026nugnky,2.5,0.0,11.8,shallow,2,75,97,0,"Sutton-Alpine, Alaska",SCEDC-01,7
us7000t06z,4.3,0.375,10,shallow,0,82,284,0,Greenland Sea,USGS-WEST,15
us7000t1dh,4.4,0.3958333333333334,10,shallow,0,88,298,0,"Itoman, Japan",CEA-12,4
